time,device_id,latitude,longitude,aqi,co,co2,hum,no2,o3,pm1,pm10,pm25,so2,temp
2026-08-21T18:30:00.000Z,MCT2408028,15.186944,74.096667,42.12,583.0388,483.32,91.73284759999999,18.550799999999995,12.384399999999996,4.989999999999998,13.005200000000002,6.0416,1.9152,25.234240800000006
2026-08-21T18:40:00.000Z,MCT2408028,15.186944,74.096667,42.16,582.8780000000002,493.24,91.689818,18.586799999999997,12.285999999999994,4.989999999999998,12.608800000000006,5.644399999999999,2.008,25.310601599999988
2026-08-21T18:50:00.000Z,MCT2408028,15.186944,74.096667,42.16,578.4875999999999,488.52,91.65197640000002,18.592799999999997,12.151999999999996,4.989999999999998,12.727200000000003,5.763599999999999,1.9692000000000005,25.341061600000003
2026-08-21T19:00:00.000Z,MCT2408028,15.186944,74.096667,42.16,577.3476000000002,499.8,91.87109239999998,18.598799999999997,12.056399999999996,4.989999999999998,12.130000000000004,5.167999999999999,1.9819999999999995,25.341061199999995
2026-08-21T19:10:00.000Z,MCT2408028,15.186944,74.096667,41.84,571.3004,503.2,91.7218632,18.274799999999995,12.220399999999994,4.989999999999998,12.529200000000005,5.564399999999998,1.7892000000000001,25.359937199999994
2026-08-21T19:17:15.079Z,MCT2408028,15.186944,74.096667,42.111111111111114,566.5205555555555,502.3888888888889,91.66896666666668,18.553333333333327,12.31722222222222,4.989999999999999,12.430000000000003,5.464999999999999,1.7188888888888887,25.36565722222222
2026-08-21T18:30:00.000Z,MCT2408020,15.543475,74.039433,25,180,458.0625,86.77248499999999,9.344309812499999,19.2683575,5.5699999999999985,17.476875000000003,9.0575,3.6599999999999984,26.330695
2026-08-21T18:40:00.000Z,MCT2408020,15.543475,74.039433,25.375,180,461.125,86.83685874999999,9.2380624375,19.3005875,5.7425,18.116875,9.522499999999997,3.6599999999999984,26.35884625
2026-08-21T18:50:00.000Z,MCT2408020,15.543475,74.039433,29.125,180,466.0625,86.985630625,9.292291249999998,19.496494374999997,8.290624999999999,25.046875000000004,13.068125000000002,3.6599999999999984,26.348122500000006
2026-08-21T19:00:00.000Z,MCT2408020,15.543475,74.039433,27.8125,180,467.9375,87.26314937500001,9.292291375000001,19.33534375,7.594374999999999,22.485000000000007,11.73125,3.6599999999999984,26.258971250000002
2026-08-21T19:10:00.000Z,MCT2408020,15.543475,74.039433,29.75,180,459.6875,87.45436062500002,9.21426375,19.404853125,8.93125,26.096874999999994,13.358749999999999,3.6599999999999984,26.193950000000005
2026-08-21T19:17:15.079Z,MCT2408020,15.543475,74.039433,29.5,180,457.4166666666667,87.74618499999998,9.316827,19.355988333333332,8.8925,26.095000000000002,13.397499999999999,3.659999999999999,26.1619975
2026-08-21T18:30:00.000Z,MCT2408056,15.579167,73.920833,51.4375,180,519.6875,89.35264937499998,6.734374999999999,9.380135,22.461249999999996,68.53562500000001,38.485,1.5843749999999999,26.177190000000003
2026-08-21T18:40:00.000Z,MCT2408056,15.579167,73.920833,47.25,180,513.0625,89.46184750000002,6.654375,9.2345950625,19.939375,60.45000000000001,33.447500000000005,1.5868749999999996,26.183894375
2026-08-21T18:50:00.000Z,MCT2408056,15.579167,73.920833,42.25,180,506.375,89.29066062500002,6.944375,9.24706575,15.776875,50.03437499999999,28.820625000000003,1.6074999999999997,26.166465000000002
2026-08-21T19:00:00.000Z,MCT2408056,15.579167,73.920833,39.25,180,500.5625,89.29113937499999,6.70125,9.715081875,13.843750000000004,43.66125000000001,24.835000000000004,1.6487499999999995,26.104793749999995
2026-08-21T19:10:00.000Z,MCT2408056,15.579167,73.920833,39.375,180,509.1875,89.15237937500001,6.807500000000001,9.283890812500001,14.018125,43.83125000000001,24.951875000000005,1.6974999999999998,26.1128375
